Position,Name,CPU,Clock Speed,Score (cb),extra info
875,Colours,AMD FX8320,4.32ghz,660,
876,SparkyRain,Intel Core I5 4690K,4.6ghz,660,
877,Socratic,Intel Core I5 4670K,4.6ghz,656,
878,Jumper118,Intel Core I7 875K,4.228ghz,653,
879,Leo,Intel Core I5 3570K,4.7ghz,652,Gigabye Z77 D3H 1.38V
880,Harry99710,Intel Core I7 3770 ,3.4ghz,649,
881,tedjani,AMD Phenom II X6 1090T,4.2ghz,647,
882,shwarz,Intel Core I5 4670K,4.3ghz,645,
883,Wyes,Intel Core I5 4690K,4.5ghz,645,
884,purple_rider,Intel Core I5 8250U,1.8ghz,644,
885,Daring,Intel Core I5 4690K,4.5ghz,641,
886,Briggsy,Intel Core I5 3570K,4.5ghz,640,
887,Keudn,Intel Core I5 2500K,4.9ghz,639,
888,Nougatcookie,Intel Core I5 4690K,4.5ghz,638,
889,Kamina,AMD FX8350,4ghz,638,
890,Frankiezjr,Intel Core I7 4700QM,2.4ghz,636,
891,iHardware Shelden,Intel Xeon E3 1240,3.51ghz,636,
892,Nalm,Intel Core I5 4690K,4.307ghz,635,
893,Gazereths,Intel Xeon E5640,4.2ghz,635,
894,samuel,AMD FX8320,4ghz,634,
895,Leonard,Intel Core I5 3570K,4.7ghz,633,
896,KingCry,Intel Core I7 4700HQ,2.4ghz,633,
897,Slick ,AMD FX8350,4ghz,632,https://www.youtube.com/watch?v=EIJnmwrTHAU
898,Growlith1223,Intel Core I5 4690K,4.6ghz,631,
899,Cheddle,2x Intel Xeon E5430 ,3.192ghz,630,***250th submission***
900,Jumper118,AMD Phemon II X6 1055T,4.073ghz,629,
901,KingCry,Intel Core I5 4670K,4.3ghz,629,
902,bAdWindy,Intel Core I5 2500K,4.847ghz,628,
903,hemanhunter,AMD FX8350,4ghz,627,
904,fx63007850,AMD FX6300,5.17ghz,626,
905,MadManMarsBar,AMD FX8350,4ghz,625,
906,PokeCatz,Intel Core I7 4700MQ,2.4ghz,624,
907,glenalz81,Xeon X3440,3.96ghz,623,
908,beebskadoo,Intel Core I7 2600K,3.4ghz,621,
909,arnavvr,Intel Core i7 930,4.059ghz,621,
910,agent_x007,AMD Phenom II X6 1100T,4.216ghz,621,
911,Ookami,Intel Core I7 2600K,3.4ghz,619,
912,Priller,AMD FX6350,5.2ghz,618,
913,ProKoN,Intel Core I5 4570,3.897ghz,617,
914,Austin Evans,Intel Core I7 2600,3.4ghz,615,https://www.youtube.com/watch?v=ioyqHUtnZoY
915,MblaZe7run,AMD FX8350,4ghz,614,
916,Jumper118,Intel Core I3 7350K,5.593ghz,613,
917,Jumper118,Intel Core 2 Quad QX9650,5.58ghz,612,LN2
918,Jumper118,Intel Xeon E5520,3.798ghz,610,
919,Techfan@ic,Intel Core I7 2600,3.5ghz,608,
920,GangreenEVO,Intel Core I5 3570K,4.4ghz,607,
921,gundershot,Intel Core I5 4670K,4.2ghz,606,
922,Mooshi,Intel Core I5 2500K,4.6ghz,606,
923,rukspuks,Intel Core I5 7500,3.4ghz,605,
924,Gunjob,Intel Core I5 3570K,4.725ghz,603,
925,Sharkyx1,Intel Core I5 3570K,4.4ghz,602,
926,Almondcake,Intel Core i7 950,4.078ghz,602,
927,Oberon.Smite,Intel Core I5 6600K,3.5ghz,599,
928,BSpendlove,Xeon E5 2620,2ghz,598,
929,Herbinatah,AND FX8150,4.013ghz,595,
930,Levent,Intel Core I5 3570K,4.4ghz,595,
931,DunePilot,Intel Core i7 960,4.009ghz,593,
932,MPX309,Intel Core I5 3570K,4.3ghz,592,
933,Jumper118,Intel Core I3 6320,5.306ghz,592,
934,agent_x007,Intel Core i7 965,3.737ghz,592,
935,silentprototipe,AMD Ryzen 5 2500U,2.7ghz,591,
936,ProKoN,Intel Core I3 6320,5.208ghz,590,
937,incomingnoob24,Intel Core I5 4590,3.482ghz,589,
938,Aruxx,Intel Core I5 2500K,4.4ghz,588,
939,TigzyGee,2x Intel Xeon E5450,3ghz,588,
940,VSG,Intel Core I7 3630QM,3.324ghz,586,
941,Wyre,Intel Core I5 3570K,4.3ghz,586,
942,calebr28,AMD Phenom II X6 1090T,3.96ghz,586,
943,stevv,Intel Xeon E3 1230 V2,3.5ghz,585,
944,WPanayides,Intel Core i7 920,4.002ghz,584,
945,ProKoN,Intel Core I5 4460,3.672ghz,583,
946,ElfenSky,Intel Core I7 4710HQ,2.5ghz,583,
947,Godlygamer23,Intel Core I5 3570K,4.2ghz,580,
948,magic,AND FX8120,4.13ghz,580,
949,scottyseng,Intel Core I5 2500K,4.6ghz,579,
950,SageOfSpice,AMD FX6300,4.75ghz,578,
951,Tech Wizard,Intel Core I5 8250U,1.8ghz,578,
952,Brekmister,AMD FX6350,4.883ghz,577,
953,Rembo,AMD FX6300,5ghz,576,
954,JamieSinn,Intel Core I5 3570K,4.3ghz,574,
955,juretrn,Intel Core I7 920,3.8ghz,572,
956,Kuzma,Intel Xeon E5520,3.8ghz,571,
957,298614_1454182599,AMD FX6300,4.82ghz,568,
958,Toddwjp,Intel Core I5 3570,4.12ghz,567,
959,maazster,Intel Core I5 2500K,4.2ghz,567,
960,canadianultra,Intel Core I5 4670K,3.8ghz,566,
961,lol1290,Intel Core I5 4690K,3.5ghz,564,
962,FrodeL70,Intel Core I7 940,3.619ghz,564,
963,thinkoffcenter,2x Intel Xeon X5365,3ghz,563,
964,Jumper118,Intel Core I3 6100,5.107ghz,560,
965,iHardware Shelden,Intel Core I7 3610QM,2.3ghz,558,
966,Kizune,Intel Core I7 4700EQ,2.4ghz,555,
967,kuzko,Intel Core I7 3610QM,2.3ghz,552,
968,done12many2,Intel Core I7 2760QM,2.4ghz,552,
969,DeanS,Intel Core I7 920,3.849ghz,551,
970,iHardware Shelden,Intel Core I5 7400,3ghz,551,
971,Btappin,Intel Core I5 4670K,3.4ghz,549,
972,ProKoN,Intel Core 2 Quad QX9650,4.563ghz,549,
973,ProKoN,Intel Core I5 2400,3.883ghz ,544,
974,Appelzaadje,AMD Phenom II X6 1100T,3.74ghz,543,
975,purple_rider,Intel Core I5 6500 ,3.2ghz,543,
976,flibberdipper,Intel Core I5 3570K,3.743ghz,543,
977,FireFox,Intel Core I5 2500K,4ghz,539,
978,rtsurfer,Intel Core I3 6320,4.999ghz,538,
979,zygioks,AMD FX6350,4.52ghz,538,
980,edschofield,Intel Core I5 2500K,4.0ghz,537,
981,Ratchetman42,Intel Core I7 3630QM,2.4ghz,537,
982,Slick,2x Intel Xeon L5420,2.5ghz,535,https://www.youtube.com/watch?v=EIJnmwrTHAU
983,ProKoN,Intel Core I3 6100,4.769ghz,535,
984,Priller,AMD FX6200,4.8ghz,534,
985,ProKoN,Intel Core I5 3330,3.89ghz,534,
986,ryzenuser,AMD Ryzen 2200G,3.5ghz,534,
987,Gofspar,2x Intel Xeon E5410,2.34ghz,533,
988,Tech Wizard,Intel Core I5 7300HQ,2.5ghz,532,
989,justicerevenge,Intel Core I5 4690K,3.5ghz,531,
990,iHardware Shelden,AMD FX6300,4.515ghz,530,
991,Prokart2000,AMD FX8320,3.5ghz,527,
992,rukspuks,Intel Core I7 3632QM,2.9ghz,527,
993,Jumper118,Intel Xeon X5460,4.75ghz,524,Single Stage Phase
994,thinkoffcenter,2x Intel Xeon E5420,2.5ghz,524,
995,yoc1983,Intel Core I5 4670K,3.4ghz,524,
996,PuNkPoEtS,AMD FX6300,4.5ghz,523,
997,Pasi123,Intel Xeon X5677,3.47ghz,522,
998,deansmylie1993,Intel Core I5 4670,3.4ghz,521,
999,Dabobminable,Intel Core I5 4440,3.254ghz,521,
1000,DeanS,Intel Core I5 2500,3.3ghz,520,
1001,N33L03,Intel Core I5 6400 ,3.3ghz,520,
1002,overthebars39,AMD Ryzen 5 2500U,2ghz,520,
1003,Fate,Intel Core I5 3570K,3.51ghz,518,
1004,iSky,Intel Core I5 6400 ,2.7ghz,517,
1005,srmarkovic,Intel Core I7 4700HQ,2.4ghz,517,
1006,dylandylandylan,Intel Core I5 3570K,4.2ghz,515,
1007,NumLock21,Intel Core I5 8250U,3ghz,512,
1008,Ground,Intel Xeon X5606,4.27ghz,511,
1009,Jumper118,Xeon X3430,4.236ghz,508,
1010,TylerS1066,AMD FX8320E,3.2ghz,506,
1011,Carpenter92,Intel Core I5 750,4.4ghz,505,
1012,Jumper118,Intel Core I5 750,4.2ghz,505,
1013,Bad2049,AMD Phemon II X6 1050T,3.5ghz,505,
1014,Raboo,Intel Core I5 3570K,3.4ghz,504,
1015,deXxterlab97,Intel Core I5 4460,3.2ghz,504,
1016,GoogleGonnaSaveUs,Intel Core I5 7300HQ,2.5ghz,504,
1017,Lays,Intel Core I3 6320,4.503ghz,503,
1018,thinkoffcenter,2x Intel Xeon X5355,2.66ghz,502,
1019,sterreprop,Intel Core I5 3570K,3.4ghz,502,
1020,Jumper118,Intel Core 2 Quad Q9650,4.474ghz,501,
1021,Haduvokone,Intel Core I5 3570,3.4ghz,499,
1022,alanp1995,Intel Core I5 4460,3.2ghz,499,
1023,iHardware Shelden,Intel Core I5 3570K,3.4ghz,499,
1024,iHardware Shelden,2x Intel Xeon E5140,2.33ghz,497,
1025,MrChemistryCow9,Intel Core I5 6400 ,3.3ghz,497,
1026,Alienwaredude,Intel Core I7 3610QM,3.2ghz,495,
1027,Jumper118,AMD FX6200,4.7ghz,494,
1028,Pasi123,Intel Core I5 6500 ,3.2ghz,494,
1029,Fate,AMD Phenom II X4 960T,3.5ghz,491,unlocked to 6 cores
1030,ProKoN,Intel Core I7 2670QM,2.7ghz,490,
1031,Chevy_Monsenhor,INtel Xeon E3 1220 V3 ,3.1ghz,490,
1032,agent_x007,Intel Xeon X3370,4.419ghz,490,
1033,harrynowl,Intel Xeon X5450,4.41ghz,489,
1034,Pasi123,Intel Core I5 4570S,2.9ghz,488,
1035,iHardware Shelden,Intel Core I7 4700HQ,2.4ghz,487,
1036,HectiKCookiE,Intel Core I5 4570,3.2ghz,484,
1037,computerdaddy,Intel Core I5 750,4.213ghz,484,
1038,ProKoN,Intel Core 2 Quad Q9550,4.273ghz,483,
1039,KeltonDSMer,Intel Core I3 6100,4.514ghz,481,
1040,Pasi123,Intel Xeon W3550,3.07ghz,476,
1041,JackOfAllTrades,Intel Core I7 3630QM,3.4ghz,472,
1042,WhatsGoingOn,Intel Core I5 6500HQ,3ghz,472,
1043,iHardware Shelden,Intel Core I5 3450,3.1ghz,471,
1044,Jumper118,Intel Core 2 Quad Q6600,4.675ghz,467,
1045,Bubblewhale,Intel Core 2 Quad Q9650,4.194ghz,465,
1046,Savanake,Intel Xeon X5470,4.3ghz,464,
1047,ProKoN,AMD FX4300,5.694ghz,463,
1048,Jumper118,Intel Xeon X5450,4.145ghz,462,
1049,Darkblade2117,Intel Core I3 6100T,4.292ghz,462,
1050,ProKoN,Intel Core 2 Quad Q6600,4.553ghz,461,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1051,NohbdyKnows,AMD FX6350,3.9ghz,461,
1052,Jumper118,Intel Core 2 Quad Q6700,4.566ghz,460,
1053,ThomasD,Intel Core I5 860,2.926ghz,458,
1054,agent_x007,Intel Core 2 Quad QX9770,4.181ghz,458,
1055,Dabobminable,Intel Xeon X5450,4.239ghz,457,
1056,beebskadoo,Intel Core I7 3630QM,2.4ghz,456,
1057,bocain941,Intel Core I5 4460,3.2ghz,454,
1058,KingCry,AMD FX4200,5.076ghz,450,
1059,iHardware Shelden,Intel Core 2 Quad Q9650,4.124ghz,450,
1060,LarsReviews,Intel Core I5 4430,3ghz,448,
1061,ProKoN,Intel Core 2 Quad Q9400,4.111ghz,446,
1062,Jumper118,AMD Phenom II X4 965,4.298ghz,445,
1063,Ronnie76,Intel Core I3 6100,4.71ghz,445,
1064,Lord Nicoll,Intel Core I5 3470S,2.9ghz,444,
1065,ProKoN,AMD Phenom II X2 560 BE,4.388ghz,442,
1066,Jumper118,2x Intel Xeon E5405,2ghz,442,
1067,Pasi123,Intel Core I7 4702HQ,2.2ghz,442,
1068,Jumper118,Intel Core I7 2630QM,2.6ghz,441,
1069,Jumper118,AMD FX4130,5.77ghz,439,
1070,harrynowl,Intel Core 2 Quad Q6600,4.194ghz,436,
1071,Jumper118,AMD FX4170,5.759ghz,435,
1072,Jumper118,AMD FX4100,5.703ghz,435,
1073,Jumper118,Intel Core 2 Quad QX6700,4.324ghz,433,
1074,Pasi123,Intel Core I5 2400,3.1ghz,433,
1075,BSpendlove,Xeon E5 2609 V3,1.9ghz,432,
1076,harrynowl,AMD Phenom II X4 960T,4.387ghz,430,
1077,Cheddle,Intel Core I5 750,3.784ghz,429,
1078,Pasi123,2x Intel Xeon E5405,2ghz,428,
1079,dexT,Intel Pentium G3258,5.501ghz,428,
1080,Pasi123,Intel Core 2 Quad Q9550,3.808ghz,428,
1081,ProKoN,Intel Core 2 Quad Q8400,4.085ghz,427,
1082,purple_rider,Intel Core I7 870,3.589ghz,427,
1083,harrynowl,AMD A8 5600K,5.389ghz,425,
1084,LokiFire,AMD Phenom II X4 B55,4.153ghz,424,
1085,ProKoN,Intel Pentium G3258,5.453ghz,423,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1086,kipper,AMD Phenom II X4 B55,4.3ghz,422,
1087,agent_x007,Intel Xeon E5440,3.833ghz,422,
1088,Stijnx6,Intel Core I5 2320,3ghz,422,
1089,Jumper118,Intel Pentium G3258,5.493ghz,422,Single Stage Phase
1090,Jumper118,Intel Pentium G4400,5.008ghz,420,
1091,shakenbreak,Intel Core 2 Quad Q9550,3.706ghz,417,
1092,ProKoN,Intel Xeon E5430 ,3.812ghz,416,
1093,dexT,2x AMD Opteron 2354,2.2ghz,414,
1094,Ground,Intel Core I3 540,5.46ghz,414,
1095,LukaP,Intel Core I5 750,4.069ghz,413,
1096,dsv1999,Intel Core I5 2320M,3ghz,413,
1097,dsv1999,Intel Core I5 2320,3ghz,412,
1098,NumLock21,Intel Xeon X3350,3.8ghz,411,
1099,ToastyBricks,AMD FX6300,3.5ghz,409,
1100,ProKoN,AMD Phenom II X4 955,3.893ghz,407,
1101,ProKoN,Intel Core I3 4160,3.914ghz,406,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1102,ProKoN,Intel Core 2 Quad Q6700,4.002ghz,406,
1103,rtsurfer,Intel Pentium G3258,5.266ghz,405,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1104,appeltje18,Intel Core I5 3450,3.1ghz,405,
1105,Dabobminable,Intel Xeon E5450,3.78ghz,403,
1106,ProKoN,Intel Core I5 650,5.4ghz,402,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1107,agent_x007,Intel Core 2 Quad QX6850,3.944ghz,400,
1108,MysteriousKiwi,Intel Core I5 3570K,3.44ghz,399,
1109,D3MON,AMD Phenom II X4 960T,4.1ghz,398,
1110,the_boss_NL,AMD FX4350,5.015ghz,393,
1111,HuckinB,AMD FX6300,3.817ghz,393,
1112,Ground,Intel Core I3 530,5.207ghz,393,
1113,ProKoN,Intel Core I5 660,5.279ghz,391,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1114,shakenbeak,Intel Core 2 Quad Q9550,3.527ghz,391,
1115,TigzyGee,Intel Core I7 860,2.793ghz,387,
1116,beebskadoo,AMD Phenom II X4 960T,3ghz,386,unlocked to 6 cores
1117,bear-in-the-air,AMD FX4170,5.1ghz,385,
1118,arnavvr,Intel Core 2 Quad Q9300,3.75ghz,384,
1119,TigzyGee,Intel Core I5 3570,3.4ghz,383,
1120,Freddie98,Intel Core I3 6100,3.7ghz,382,
1121,ColonelThunder,AMD Phenom II X2 555,3.74ghz,381,unlocked to 4 cores
1122,kinski,Intel Pentium G4560,3.5ghz,381,
1123,runit3,Intel Pentium G3258,5.025ghz,380,
1124,Jumper118,AMD FX4100,4.94ghz,380,
1125,harrynowl,AMD Athlon II X4 760K,4.79ghz,380,
1126,ProKoN,Intel Core 2 Quad Q8200,3.658ghz,379,
1127,harrynowl,AMD A8 5600K MKII,4.89ghz,377,
1128,ProKoN,Intel Core I3 530,5.016ghz,377,
1129,iHardware Shelden,Intel Core I7 920,2.793ghz,375,
1130,The_Strict_Nein,Intel Core 2 Quad Q6700,4ghz,372,
1131,TheGamingBarrel,Intel Pentium G3258,4.8ghz,371,
1132,Vadim40328,Intel Core I5 4430,3ghz,371,
1133,BloOdlyne,AMD Phenom II X4 955,3.73ghz,369,
1134,WhiteH4cker,AMD FX6100,3.612ghz,368,
1135,BSpendlove,Xeon E5 2603 V3,1.6ghz,367,
1136,D3MON,AMD Phenom II X4 B55,3.6ghz,366,
1137,lightningterror,Intel Core I3 4160,3.6ghz,365,
1138,Bubblewhale,Intel Core 2 Quad Q6600,3.6ghz,365,
1139,agent_x007,Intel Core 2 Quad QX6700,3.618ghz,364,
1140,iHardware Shelden,Intel Core I3 4170,3.7ghz,363,
1141,KingCry,Intel Pentium G3258,4.808ghz,362,
1142,iHardware Shelden,AMD Phenom II X2 550,3.611ghz,361,unlocked to 4 cores
1143,Fate,AMD Phenom II X4 960T,3.9ghz,360,
1144,iHardware Shelden,Intel Core 2 Quad Q9400,3.7ghz,360,
1145,ProKoN,Intel Core I3 530,4.752ghz,358,
1146,Dabobminable,Intel Core 2 Extreme QX6850,3.69ghz,355,
1147,jimmy1663,Intel Core 2 Quad Q9400,3.4ghz,355,
1148,Kumza,Intel Xeon E5520,2.4ghz,354,
1149,Jumper118,Intel Pentium G3258 (MK II),4.7ghz,354,
1150,harrynowl,AMD Athlon II X4 B25,3.51ghz,354,unlocked to 4 cores
1151,Jumper118,AMD FX4130,4.617ghz,353,
1152,zikky,Intel Core 2 Quad Q9400,3.76ghz,352,
1153,Jumper118,Intel Core I5 655K,4.755ghz,351,
1154,Lays,Intel Pentium G3258,4.724ghz,349,
1155,harrynowl,Intel Pentium G3258,4.7ghz,349,
1156,Jumper118,Intel Xeon X5460,3.16ghz,348,
1157,TheElt,Intel Core I7 5557U,3.1ghz,348,
1158,iHardware Shelden,Intel Core 2 Quad Q8200,3.458ghz,345,
1159,tmcclelland455,Intel Pentium G3258,4.7ghz,344,
1160,Zerotolerance94,Intel Pentium G3258,4.7ghz,342,
1161,iHardware Shelden,Intel Core 2 Quad Q6700,3.429ghz,341,
1162,Jumper118,AMD Athlon II X4 740,4.318ghz,340,
1163,iHardware Shelden,AMD Phenom II X4 840,3.808ghz,340,
1164,TheJammieDodger,Intel Pentium G3258,4.6ghz,338,
1165,bubdubs,AMD Athlon II X4 750K,4.4ghz,338,
1166,bleechSNAK3,Intel Pentium G4560,3.5ghz,338,
1167,ProKoN,Intel Core I3 3220,3.621ghz,337,
1168,iHardware Shelden,Intel Xeon X3220,3.402ghz,336,
1169,Slick,Intel Pentium G3258,4.7ghz,335,
1170,FuzzyYellow,Intel Pentium G3258,4.6ghz,331,
1171,iHardware Shelden,Intel Core 2 Quad Q6600,3.33ghz,331,
1172,Jumper118,Intel Core I3 540,4.462ghz,330,
1173,Jumper118,Intel Core I5 650,4.55ghz,329,
1174,Bubblewhale,AMD A8 5600K,4.3ghz,329,
1175,Overl0rd,Intel Core I5 7200U,2.7ghz,329,
1176,dtronicsuk,AMD Athlon II X4 640 ,3.6ghz,328,
1177,Slugdude,Intel Pentium G3258,4.5ghz,328,
1178,LinusTech,Intel Core I7 6600U,2.6ghz,327,https://www.youtube.com/watch?v=ksnIE608xrU
1179,G33k 4 L1F3,Intel Pentium G3258,4.5ghz,324,
1180,ProKoN,Intel Core I3 2120,3.595ghz,323,
1181,Zhiv,Intel Pentium G4560,3.5ghz,323,
1182,KeltonDSMer,Intel Pentium G3258,4.56ghz,322,
1183,Jumper118,Intel Core 2 Duo E8500 ,5.781ghz,322,
1184,ProKoN,AMD Athlon 7850 BE,3.226ghz,320,
1185,Darpyface,Intel Core I5 6500U,2.344ghz,320,
1186,Overl0rd,Intel Core I5 5257U,3.1ghz,319,
1187,Jumper118,Intel Core 2 Duo E8600 ,5.743ghz,319,
1188,NeatSquidYT,Intel Pentium G3258,4.6ghz,318,
1189,Zachary Cartwright,AMD FX4300,4.5ghz,318,
1190,Waqas409,Intel Core 2 Quad Q9400,3.4ghz,317,
1191,Umeshwarnath,Intel Core 2 Quad Q8400,3.16ghz,316,
1192,LinusTech,Intel Core 2 Quad Q6600,3.2ghz,316,https://www.youtube.com/watch?v=ioyqHUtnZoY
1193,Jumper118,Intel Core I3 2120,3.522ghz,316,
1194,Stupidtiggers,Intel Pentium G3258,4.4ghz,312,
1195,Hacker90,AMD FX4100,4.515ghz,312,
1196,harrynowl,Intel Core 2 Duo E8400,5.338ghz,311,
1197,Darkman,AMD Athlon II X4 630,3.5ghz,310,
1198,dexT,Intel Core 2 Duo E8600 ,5.462ghz,308,
1199,79 Potatoes,Intel Xeon E5430 ,2.8ghz,307,
1200,ProKoN,Intel Core 2 Duo E8500 ,5.433ghz,306,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1201,FireFox,Intel Core I3 2120,3.54ghz,305,
1202,NeGaTo,Intel Core I3 3240,3.4ghz,305,
1203,Priller,AMD Phemon II X2 B55,4.020ghz,303,unlocked to 3 cores
1204,Overl0rd,Intel Core I7 3520M ,2.891ghz,303,
1205,ProKoN,Intel Core I3 2100,3.377ghz,303,
1206,agent_x007,AMD Phenom X4 9950 BE,3.159ghz,303,
1207,tmcclelland455,Intel Core 2 Quad Q6600,3ghz,302,
1208,DeanS,Intel Core I3 3220,3.3ghz,303,
1209,Musle,Intel Core I3 4130,3.4ghz,302,
1210,arnavvr,AMD A10 7700K,3.7ghz,297,
1211,Zm0gas,AMD A6 3400M,3ghz,296,
1212,toms94z71,Intel Core I7 Q740,1.73ghz,295,
1213,alanp1995,Intel Pentium G3258,4ghz,295,
1214,TX-OC,Intel Core 2 Duo E8400,5.204ghz,294,
1215,Jumper118,Intel Core 2 Duo E8400 MKII,5.204ghz,292,Single Stage Phase
1216,TheElt,Intel Core I3 4150,3.5ghz,291,
1217,Overl0rd,Intel Core I7 5500U,2.4ghz,290,
1218,ediz551,AMD A8 5600K,3.9ghz,285,
1219,deansmylie1993,Intel Core I3 3220 ,3.3ghz,285,
1220,dragoon2005,Intel Core 2 Quad QX6800,2.94ghz,284,
1221,Pasi123,Intel Core 2 Quad Q6600,3ghz,283,
1222,KeltonDSMer,Intel Core 2 Quad Q6600,2.89ghz,282,
1223,Overl0rd,Intel Core I5 5300U,2.7ghz,282,
1224,ProKoN,Intel Core 2 Duo E8400 MKII,4.968ghz,281,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1225,AdamKovacs,AMD A8 3850,2.9ghz,281,
1226,thewhitestig,Intel Core 2 Quad Q8200,2.8ghz,280,
1227,ProKoN,Intel Xeon E5260,5.083ghz,282,
1228,The_Strict_Nein,Intel Core I5 3360M,2.8ghz,277,
1229,iHardware Shelden,AMD FX8800P,2.1ghz,277,
1230,windude99,AMD Athlon II X4 645,3.1ghz,275,
1231,dtronicsuk,AMD Athlon II X4 640 ,3ghz,273,
1232,k1ske,Intel Pentium G3258,4.2ghz,272,
1233,Gofspar,Intel Xeon E5410,2.34ghz,272,
1234,iHardware Shelden,Intel Core I5 650,3.75ghz,271,
1235,LeinadTM,Intel Core I7 4510U,2.6ghz,271,
1236,DildorTheDecent,Intel Core 2 Quad Q6600,2.4ghz,269,
1237,dsv1999,Intel Core I5 3320M,2.6ghz,268,
1238,Slick,Intel Core 2 Quad Q6600,2.7ghz,267,https://www.youtube.com/watch?v=ioyqHUtnZoY
1239,ProKoN,Intel Pentium E5400,5.219ghz,266,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1240,Gofspar,Intel Core 2 Duo E8500 ,5.14ghz,266,
1241,Jumper118,Intel Core 2 Duo E7600,5.002ghz,265,Single Stage Phase
1242,beach_boy98,Intel Core I3 2120,3.292ghz ,264,
1243,GoogleGonnaSaveUs,Intel Core I5 3230M,2.6ghz,263,
1244,herman mcpootis,Intel Xeon X5355,2.667ghz,263,
1245,Jumper118,AMD Athlon II X4 635,2.9ghz,262,
1246,Jumper118,Intel Pentium E6000,5.243ghz,262,Single Stage Phase
1247,ProKoN,Intel Core I5 2520M,2.991ghz,261,
1248,rfjunkie,AMD Phemon II X4 840,3.2ghz,261,
1249,ProKoN,Intel Core 2 Duo E8400,4.682ghz,260,
1250,agent_x007,Intel Core 2 Duo E8400,4.752ghz,260,
1251,Jumper118,Intel Pentium E5200,5.19ghz,259,
1252,Daring,Intel Core I5 2540M,2.6ghz,259,
1253,GoogleGonnaSaveUs,Intel Core I5 3210M,2.5ghz,259,
1254,TassieTim,Intel Core I5 750,2.666ghz,257,
1255,ProKoN,Intel Xeon W3503,4.238ghz,257,
1256,iHardware Shelden,Intel Core I5 5200U,2.2ghz,257,
1257,Overl0rd,Intel Core I5 2520M,2.991ghz,256,
1258,ProKoN,Intel Core 2 Duo E7600,4.760ghz,256,
1259,Jumper118,Intel Core 2 Duo E7400,4.86ghz,256,
1260,FireFox,Intel Core I5 2520M,2.5ghz,255,
1261,ProKoN,Intel Core 2 Duo E6850,4.94ghz,254,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1262,Jumper118,Intel Core I5 2520M,2.5ghz,254,
1263,ProKoN,Intel Core I5 2450M,2.9ghz,254,
1264,Jumper118,Intel Pentium E6600,4.976ghz,254,
1265,Dabobminable,Intel Core I3 7100U,2.4ghz,253,
1266,ToXiCx313,Intel Core 2 Quad Q8400,2.51ghz,251,
1267,Jumper118,Intel Pentium E5300,5.004ghz,251,Single Stage Phase
1268,Pasi123,Intel Core I5 3210M,2.5ghz,251,
1269,GoogleGonnaSaveUs,Intel Core 2 Quad Q9550,3.027ghz,251,
1270,DarkBlade2117,AMD A6 3650,4ghz,250,
1271,Jumper118,Intel Pentium E5700,4.944ghz,250,Single Stage Phase
1272,Dabombinable,Intel Core I5 2540M,2.6ghz,250,
1273,Harry99710,Intel Core 2 Quad Q6600,3.087ghz,249,
1274,Mr.Meerkat,Intel Core I7 4500U,2.4ghz,248,
1275,SlowMixit,Intel Core I5 2540M,2.5ghz,248,
1276,Jumper118,Intel Core 2 Quad Q8300,2.5ghz,246,
1277,Jumper118,Intel Pentium G6950,4.41ghz,246,
1278,Jumper118,Intel Xeon W3503,4.014ghz,245,
1279,Ryan Leech,Intel Core 2 Duo E8500,4.5ghz,244,1.7v
1280,tmcclelland455,AMD A6 3650,2.6ghz,242,
1281,LOLPhilips,AMD A6 3650,2.6ghz,242,
1282,ProKoN,Intel Core 2 Duo E7500,4.462ghz,242,
1283,Jumper118,Intel Pentium E6500,4.733ghz,241,
1284,Dabobminable,Intel Core 2 Duo E8500,4.418ghz,240,
1285,arnavvr,Intel Core I5 2430M,2.4ghz,239,
1286,LeinadTM,Intel Core 2 Quad Q6600,2.4ghz,236,
1287,GoogleGonnaSaveUs,Intel Core i7 3517U,2.4ghz,234,
1288,ProKoN,Intel Core 2 Duo E6600,4.582ghz,232,
1289,Bubblewhale,Intel Core i7 720QM,2.793ghz,231,
1290,FuzzyYellow,Intel Core I5 2435M,2.4ghz,231,
1291,ProKoN,Intel Pentium E5500,4.524ghz,230,
1292,Lays,Intel Pentium G3220,3ghz,230,
1293,Jumper118,Intel Pentium G2030,3.15ghz,230,
1294,TheElt,Intel Core I5 4200U,2.3ghz,229,
1295,Pasi123,2x AMD Opteron 2218,2.6ghz,229,
1296,DEcobra11,Intel Pentium G3220,3ghz,227,
1297,Jumper118,Intel Core 2 Duo E8400,4.124ghz,226,
1298,Jumper118,Intel Pentium E5400,4.456ghz,226,
1299,Jumper118,Intel Core 2 Duo E6600,4.41ghz,224,
1300,BbsMentos,Intel Core I5 650,3.2ghz,223,
1301,DEcobra11,Intel Pentium G2130,3.2ghz,222,
